曰	日
𨶜	日弓一廿十
𮤟	日弓一廿中
𣆡	日弓一山
閕	日弓一女竹
𮤈	日弓一女山
闉	日弓一田土
𮤗	日弓一田土
𮤪	日弓一田土
闄	日弓一田女
閇	日弓一卜
𨵰	日弓一卜卜
𨵃	日弓弓日山
𨷍	日弓弓日山
𨷌	日弓弓月戈
䦲	日弓弓金口
𨳕	日弓弓木
𨶉	日弓弓木火
𨳴	日弓弓火
𨳞	日弓弓土
𨳛	日弓弓竹水
閻	日弓弓竹難
𰿚	日弓弓戈
𨴭	日弓弓戈月
𨴢	日弓弓戈弓
𰿞	日弓弓戈弓
𨳥	日弓弓戈人
𨳿	日弓弓戈卜
𮤜	日弓弓十水
闞	日弓弓十大
閮	日弓弓大土
𨵭	日弓弓大手
𮤛	日弓弓大田
𨳤	日弓弓中
𨵌	日弓弓中口
𨵬	日弓弓中女
𰕳	日弓弓一
𨷊	日弓弓一大
𨴓	日弓弓一山
𬅯	日弓弓人
𮤉	日弓弓人
𰿙	日弓弓人
𨶋	日弓弓人火
闋	日弓弓人大
𨶿	日弓弓人廿
𨶥	日弓弓口大
𨷟	日弓弓口山
䦛	日弓弓尸木
𨶧	日弓弓田日
𨶢	日弓弓田火
𨶾	日弓弓田土
䦰	日弓弓田山
𨷺	日弓弓難山
閃	日弓人
欥	日弓人
閄	日弓人
𬀨	日弓人
𨵀	日弓人日一
𨳙	日弓人月
𨶨	日弓人月弓
𣈩	日弓人金
閵	日弓人土
𮤣	日弓人土木
𨶲	日弓人土火
𨴿	日弓人土戈
𨵁	日弓人竹日
𨵺	日弓人竹火
𨴧	日弓人竹人
𨴳	日弓人竹女
閥	日弓人戈
閝	日弓人戈戈
𫔟	日弓人戈心
𨶆	日弓人戈口
𫔨	日弓人戈女
𨳰	日弓人十
暌	日弓人大
𨴊	日弓人大
䦏	日弓人中中
𨵼	日弓人中中
𨷬	日弓人一月
𨷲	日弓人一月
𰿡	日弓人一月
𨴴	日弓人一金
𨴩	日弓人一木
𨵸	日弓人一大
閝	日弓人一中
𨵦	日弓人一弓
閤	日弓人一口
𨵅	日弓人一口
𨶆	日弓人一口
𨵦	日弓人一女
䦍	日弓人弓
䦟	日弓人人土
閦	日弓人人人
𨴟	日弓人人人
𫔧	日弓人人人
𨴰	日弓人人尸
𫔛	日弓人心
𨴞	日弓人手
闟	日弓人口一
𨶭	日弓人廿火
𨶏	日弓人山大
𨳢	日弓人卜
悶	日弓心
𢛩	日弓心
𨳍	日弓心
闐	日弓心月金
𬮆	日弓心木
閟	日弓心竹
𰿜	日弓心竹竹
𨶣	日弓心竹戈
𨶦	日弓心大人
𨷞	日弓心大人
𨵳	日弓心廿木
𨳘	日弓心山
䦐	日弓手
𨷧	日弓手月木
䦬	日弓手竹大
𮤐	日弓手十水
𮤑	日弓手十水
𨴒	日弓手十竹
𨵯	日弓手十廿
䦮	日弓手大日
𮤒	日弓手一月
𨴆	日弓手一弓
闚	日弓手人山
問	日弓口
𨶎	日弓口月金
閭	日弓口竹口
𨷖	日弓口一中
𨴽	日弓口心
𨵽	日弓口心日
閭	日弓口口
𨶴	日弓口口土
闡	日弓口口十
闆	日弓口口口
𨴾	日弓口尸弓
𨶘	日弓口山廿
𨶷	日弓口女金
𨳶	日弓口女心
𨵜	日弓口田山
𨶞	日弓尸月水
𪰭	日弓尸木
𨷜	日弓尸火大
旸	日弓尸竹
閻	日弓尸竹難
聞	日弓尸十
𨳬	日弓尸大
𮤡	日弓尸一日
𨴑	日弓尸一土
𨵱	日弓尸一土
𨶪	日弓尸一竹
𨶟	日弓尸一尸
闖	日弓尸手火
闢	日弓尸口十
𣆻	日弓尸尸
𨳽	日弓尸尸
𭦻	日弓尸廿
𨵠	日弓尸山土
𨵡	日弓尸山山
𨷽	日弓尸田廿
𨳡	日弓廿
𨳹	日弓廿
𫔩	日弓廿日大
𮤕	日弓廿日山
閧	日弓廿金
𨶂	日弓廿金廿
闀	日弓廿金山
𨶅	日弓廿土火
𨶩	日弓廿土廿
𨷳	日弓廿戈火
𮤙	日弓廿十口
関	日弓廿大
𨵫	日弓廿大口
𨶰	日弓廿中金
䦫	日弓廿中大
𨳼	日弓廿一
𨶰	日弓廿一金
𫔥	日弓廿一金
𨶱	日弓廿一十
𮤘	日弓廿一女
𨶀	日弓廿人口
𢠶	日弓廿心
𨴮	日弓廿心
𨶔	日弓廿手水
𨶕	日弓廿手人
䦕	日弓廿廿
𨳩	日弓廿廿
闕	日弓廿山人
𨷈	日弓廿田月
闦	日弓廿田廿
閊	日弓山
𨷒	日弓山一尸
闓	日弓山一廿
𣈳	日弓山尸
𭦴	日弓山尸
𨴔	日弓山山
𬮉	日弓山山
𨳐	日弓女
𨶹	日弓女火火
𨷻	日弓女火火
𨷀	日弓女火口
䦳	日弓女竹中
闗	日弓女戈火
𮤚	日弓女戈大
關	日弓女戈廿
𨵿	日弓女戈廿
𨶚	日弓女戈廿
𨳟	日弓女中水
𨵇	日弓女弓人
𨳖	日弓女女女
𨳸	日弓田
𣋼	日弓田日
𨷅	日弓田金土
閫	日弓田木
𨵚	日弓田木
𣊘	日弓田火
𬵅	日弓田火
𨶍	日弓田火日
𨴻	日弓田土
𨶯	日弓田土火
閘	日弓田中
䦴	日弓田中十
闤	日弓田中女
𨷤	日弓田中女
𪰵	日弓田尸
𨴄	日弓田山
𭧛	日弓田山
𰿗	日弓卜
𰿝	日弓卜金
𨶝	日弓卜木戈
𨶝	日弓卜木大
𨶌	日弓卜火木
𨳳	日弓卜土
闥	日弓卜土手
闧	日弓卜土女
閌	日弓卜竹弓
𨶐	日弓卜竹口
閍	日弓卜竹尸
𨷙	日弓卜戈土
閗	日弓卜十
䦕	日弓卜十十
閔	日弓卜大
𨷙	日弓卜大土
𮤨	日弓卜大十
𢡥	日弓卜大心
𫔤	日弓卜大手
閙	日弓卜中月
誾	日弓卜一口
𬮗	日弓卜心月
𨵘	日弓卜心弓
𨵘	日弓卜心山
䦓	日弓卜口
𨶃	日弓卜口心
𨶡	日弓卜口心
𮤖	日弓卜尸大
𬮐	日弓卜尸女
閼	日弓卜尸卜
閚	日弓卜廿
闇	日弓卜廿日
𨶻	日弓卜廿土
𨶤	日弓卜廿十
𨴲	日弓卜廿十
𨷃	日弓卜廿人
𫔪	日弓卜廿心
䦣	日弓卜廿口
𨵎	日弓卜廿口
𨳑	日弓卜女
𨴋	日弓卜女戈
閡	日弓卜女人
𨳲	日弓卜卜
𣅁	日人
𭥷	日人日
𬁔	日人日一十
𣅚	日人月
𣉒	日人月土
𭦍	日人月山
𧡨	日人月山山
𭥶	日人木
𪧺	日人木戈
韙	日人木一手
𣆋	日人火
𫃆	日人火木
尟	日人火竹
㫿	日人土
𣊒	日人土木戈
𣉲	日人土水
𭧭	日人土火
鶗	日人竹日火
昣	日人竹竹
𢒧	日人竹竹竹
𦧪	日人竹十口
𣌎	日人竹人大
𭧦	日人竹手戈
𭦯	日人竹女心
昤	日人戈戈
昑	日人戈弓
晗	日人戈口
𪰻	日人戈口
旿	日人十
𢻖	日人十水
𣈡	日人十大
𪰿	日人十弓木
𪰋	日人大
𪰕	日人大
𪰖	日人大
𪰯	日人大水
𰕷	日人中中
𧸯	日人中一金
𧓃	日人中一戈
㓳	日人中弓
𣋘	日人一日
㫻	日人一月
𬀿	日人一月
𭨑	日人一月
𭨣	日人一月
題	日人一月金
题	日人一月人
𣇞	日人一木
𪰡	日人一土
𢆝	日人一十
𦧪	日人一十口
𣉉	日人一大
昤	日人一中
𣊰	日人一中一
𠕦	日人一弓
𣅠	日人一弓
𣈥	日人一弓
𣈯	日人一弓
𣈙	日人一弓
𣆗	日人一口
𣋌	日人一尸
𣋓	日人一尸
𣈮	日人一女
𠕦	日人一女
𣈥	日人一女
𣈯	日人一女
㼵	日人一女弓
𮧏	日人一田口
㫓	日人弓
𧤘	日人弓月土
𧤘	日人弓月手
暣	日人弓木
㬋	日人弓大
𪰦	日人人土
𣋽	日人人弓
𬼲	日人人弓
𣌋	日人人人
𭦎	日人人尸
匙	日人心
𪰾	日人心日
晔	日人心十
𫛸	日人心卜一
𪰟	日人手
韪	日人手尸
𠸭	日人口
㬛	日人口一
𣋃	日人口弓
𣉂	日人口廿
𢁈	日人口山
昨	日人尸
𤓐	日人尸火火
𰖰	日人尸十水
𢅨	日人尸一月
𦑡	日人尸一一
𭕦	日人尸人
𣊲	日人廿火
𡺔	日人山
𨤱	日人田土
晦	日人田十
晦	日人田卜
𣅭	日人卜
𪱃	日人卜大
㫐	日心
𢗭	日心
𣅵	日心
㫬	日心日
𭥲	日心日
𭦼	日心日女
𣉮	日心月金
𭦬	日心月金
𫵈	日心火
𪰗	日心竹
鵾	日心竹日火
𫛂	日心竹日火
𬊙	日心竹火
𬊛	日心竹火
易	日心竹竹
昒	日心竹竹
𭨝	日心竹中
𭯐	日心竹中
𣇤	日心竹心
𪰨	日心竹尸
旳	日心戈
昀	日心戈一
𪰨	日心戈尸
旳	日心一
𩒝	日心一月金
𬱝	日心一月人
昀	日心一一
暅	日心一一
𣈶	日心一一
𬪈	日心弓中
𨿪	日心人土
昆	日心心
𣅪	日心心
𭦅	日心心土
鹍	日心心卜一
昫	日心口
𣈽	日心廿木
旽	日心山
𣉵	日心山山
曷	日心女人
𭥭	日心女卜
𰖾	日手日戈
𣈓	日手木水
𣉶	日手木山
𪰳	日手竹木
晣	日手竹中
𣇄	日手竹中
𭥮	日手竹心
𭧈	日手戈火
𬁓	日手十日
𭦐	日手十中
暳	日手十一
𭦮	日手十一
㬩	日手十心
暳	日手十尸
暙	日手大日
𭧈	日手大火
𰖾	日手大戈
𣉅	日手大大
𣈖	日手大手
晴	日手一月
𪰸	日手一火
𰕺	日手弓戈
㫙	日手人
𣊚	日手人人
𬀩	日手尸
𰖢	日手尸大
𪰞	日手廿
𣅊	日口
𦟲	日口月
𧢈	日口月山山
𬢂	日口月山山
𭫁	日口木
照	日口火
煦	日口火
𤋗	日口火
𤋜	日口火
𰟈	日口火
𭏏	日口土
𣇒	日口竹土
𭤤	日口竹一中
㫛	日口竹山
𣅷	日口竹山
𣆉	日口十
𠘀	日口大戈一
𠘀	日口大卜
𣈣	日口中山
𬱌	日口一月金
冔	日口一木
𣊤	日口一一女
𣉏	日口人中
㬆	日口心日
𣋝	日口口木
暺	日口口十
曮	日口口大
暇	日口尸水
𭦱	日口尸十
𰖮	日口山金
𰖮	日口女金
𭧍	日口田土
𣋋	日口難山
𪙶	日口卜一山
𣈿	日尸日女
𣋙	日尸金水
曯	日尸水戈
𭕁	日尸水戈
𭞮	日尸水心
煚	日尸火
旫	日尸竹
𣅉	日尸竹戈
昭	日尸竹口
晚	日尸竹山
冕	日尸竹山
𩳺	日尸竹山戈
𣋣	日尸戈廿
𭧿	日尸戈廿
𭦦	日尸十月
最	日尸十水
𣌍	日尸十十
𣉛	日尸十中
朂	日尸十尸
𪥖	日尸大
𭥞	日尸大
𣇉	日尸大口
𰆌	日尸中
𣆓	日尸一
㫶	日尸一月
𣆲	日尸一水
曜	日尸一土
𭥰	日尸一土
㬔	日尸一竹
𦐇	日尸一一
𪰣	日尸一一
𣋣	日尸一廿
𭧿	日尸一廿
𰖎	日尸一女
昵	日尸心
𢤃	日尸心
𰖛	日尸手火
𣉾	日尸口口
昛	日尸尸
𪰩	日尸尸弓
暱	日尸廿口
𣅗	日尸山
𭧾	日尸山火
𭦔	日尸山大
𣇡	日尸山心
𣈳	日尸山尸
𭨕	日尸田山
𣊏	日尸卜一
㫒	日廿
𣅋	日廿
𣈏	日廿日
𭨊	日廿日日
暯	日廿日大
𦡉	日廿月
晪	日廿月金
曚	日廿月人
𭧕	日廿月山
显	日廿金
晎	日廿金
𭧱	日廿金日
曗	日廿金木
暴	日廿金水
𦃙	日廿金火
𧏒	日廿金戈
𣊴	日廿金十
𨍯	日廿金十
𣊪	日廿金人
𭧂	日廿金心
謈	日廿金口
𪱉	日廿木人
𣋛	日廿水口
𣇪	日廿火
㬢	日廿土戈
㬣	日廿土戈
𣈸	日廿土大
𪱋	日廿土口
曦	日廿土尸
𣌀	日廿土尸
𣉼	日廿土廿
𣋞	日廿土廿
𣌕	日廿竹火
暛	日廿竹一
𰖭	日廿竹山
㼔	日廿竹女人
𰲐	日廿戈金
𰲐	日廿戈木
㬒	日廿戈廿
𬁙	日廿十一
𭦲	日廿大口
暪	日廿中月
曂	日廿中金
曣	日廿中火
暎	日廿中大
暵	日廿中人
𭧉	日廿一月
𰖣	日廿一月
𩔐	日廿一月金
𫖥	日廿一月金
曂	日廿一金
𣇳	日廿一金
𣈒	日廿一金
𬁧	日廿一金
曄	日廿一十
曅	日廿一十
𰿠	日廿一大
𭥪	日廿一一
𣋒	日廿弓大
𨞚	日廿弓中
𪴯	日廿弓人
𭭑	日廿弓人
㬦	日廿人水
𬁞	日廿人火
㬮	日廿人土
𣌖	日廿人土
𣉏	日廿人戈
𣋸	日廿人人
𣋭	日廿人尸
𣋑	日廿心木
暛	日廿手一
𰖭	日廿手山
𣌓	日廿口土
曔	日廿口大
𪰉	日廿廿
𪱋	日廿廿口
𬁍	日廿山戈
𣈴	日廿田
𣉿	日廿田日
𰖼	日廿田日
𣋻	日廿田戈
𬁜	日廿田弓
𣋏	日廿田女
𣈰	日廿卜月
𭧩	日廿卜十
𬴙	日廿卜口月
𣇷	日廿卜尸
𬴙	日廿卜尸月
𣉪	日廿卜山
𣊀	日廿卜山
𣉪	日廿卜女
𭦇	日廿卜女
巴	日山
旵	日山
𢀳	日山
暨	日山日一
𧡭	日山日一一
㬞	日山日女
䐴	日山月
𥌏	日山月日金
𣎞	日山月土水
𢁍	日山月竹火
䀈	日山月廿
𥁻	日山月廿
𰃟	日山金
槩	日山木
㮣	日山木
𬐒	日山木竹水
𡬩	日山木戈
𢁑	日山木中金
𪩭	日山木人人
㫞	日山水
𭴫	日山火
𰟅	日山火
䊠	日山火木
𥸿	日山火木
塈	日山土
𡉷	日山土
𪩮	日山土金水
鶥	日山竹日火
𪃑	日山竹日火
𪄵	日山竹日火
𪽡	日山竹火田
毷	日山竹手山
𣬷	日山竹手山
𣮮	日山竹手山
𣯦	日山竹手山
𣉀	日山戈水
𥌙	日山戈十十
𢁍	日山戈大火
𥋜	日山十金水
𢻌	日山大水
𢽼	日山大大大
勖	日山大尸
𫦴	日山大尸
𰅓	日山大尸
𧎱	日山中戈戈
𧐆	日山中一戈
𠛋	日山中弓
𪩱	日山中弓田
𣀟	日山中女大
𰭯	日山一月中
𠄧	日山一一
𠀧	日山一一一
暟	日山一廿
𧥔	日山弓月戈
𧤭	日山弓月手
𫶵	日山弓竹尸
𭧊	日山弓大
郿	日山弓中
𪩬	日山弓中
𢁋	日山弓中水
鱀	日山弓田火
𱆦	日山弓田火
𬶨	日山弓田一
𦟡	日山人月人
𩞚	日山人戈女
𫶸	日山人一弓
𣇂	日山人弓
𢟪	日山心
𰑈	日山心
鹛	日山心卜一
𭡣	日山手
𢁊	日山手戈一
𭘏	日山手卜廿
𭇋	日山口
𣆪	日山口弓
巼	日山口心
𫥴	日山尸竹
𥊟	日山尸戈心
𫶻	日山尸戈廿
𬚢	日山尸十
𫶻	日山尸一廿
𬀱	日山尸山
𭿰	日山廿田木
岊	日山山
昢	日山山
𣅽	日山山
㬥	日山山木
𣊻	日山山木
𣆠	日山山水
㬧	日山山火
曓	日山山十
𣉱	日山山十
𣋦	日山山十
𭧊	日山山大
曓	日山山一
𭨢	日山山心
𧬉	日山山口
𮚯	日山卜月金
㪞	日山卜水
𢻷	日山卜水
𫶼	日山卜十中
𧫜	日山卜一口
䇒	日山卜廿
艮	日女
妟	日女
𣅓	日女
𭾁	日女月廿
𧵯	日女月山金
𣐻	日女木
𭶐	日女火
𠕮	日女火木
𦀒	日女火木
𣊡	日女火火
垦	日女土
𭧑	日女土戈
鶡	日女竹日火
鷃	日女竹日火
鷐	日女竹日火
䳛	日女竹日火
𮍻	日女竹十口
曏	日女竹中
𣂰	日女竹一中
𭦹	日女竹一卜
𣍑	日女竹心
毼	日女竹手山
𣅏	日女竹山
𦤪	日女竹山大
𣋵	日女戈木
㬎	日女戈火
𣊉	日女戈戈
𣊉	日女戈大
𣅺	日女戈尸
𣇠	日女十水
𣅔	日女大
㔠	日女大尸
𧒛	日女中戈
㓭	日女中弓
𠛵	日女中弓
䫘	日女一月金
䫀	日女一月金
𩒳	日女一月金
𱂙	日女一月金
𫖱	日女一月人
𢆜	日女一十
𣈚	日女一大
𣈈	日女一中
𣇓	日女一弓
𣉚	日女一手
㫽	日女弓水
𭦧	日女弓水
𣅳	日女弓大
𫑦	日女弓中
𬪀	日女弓中
歇	日女弓人
𣈬	日女弓人
䨃	日女人土
𩀭	日女人土
𥐉	日女人大廿
恳	日女心
𫺍	日女心
𣆄	日女心竹
𣌲	日女心中
鹖	日女心卜一
𫜀	日女心卜一
𮭨	日女心卜一
𪓮	日女口難山
𦕁	日女尸十
𣍊	日女尸人卜
𬁠	日女女竹
𡿯	日女女女
𣋲	日女女女
𭻓	日女田
𧇷	日女卜心弓
𧇷	日女卜心山
𣉌	日田月
𪰺	日田金水
𣇫	日田木
𭧪	日田土火
𣈾	日田竹手
𠦤	日田十
𭦉	日田大尸
𣅼	日田中
𰕻	日田中
曙	日田中日
㬂	日田中月
𣈦	日田中月
曼	日田中水
曪	日田中土
𭨒	日田中土
𣉳	日田中戈
曎	日田中十
㬅	日田中尸
𭦟	日田中尸
𣋍	日田中山
𣋖	日田中卜
𣰱	日田一日
𣎈	日田一火
𫀝	日田一火
𣉍	日田一女
㬈	日田人廿
𪱀	日田女火
𣅂	日卜
𣅃	日卜
㬌	日卜日火
晫	日卜日十
𣋚	日卜日人
𰖷	日卜日女
𭦽	日卜月月
㒿	日卜月土
㬚	日卜月大
𭨓	日卜月大
曨	日卜月心
𭨈	日卜月山
昗	日卜金
𣅶	日卜金
𰖪	日卜金月
晈	日卜金大
𣊂	日卜金人
𰖱	日卜金人
𭧽	日卜金女
暾	日卜木大
𰖬	日卜木大
㬑	日卜木中
𣍉	日卜木中
𣉢	日卜火木
𣌉	日卜土尸
𰖙	日卜竹竹
𰖧	日卜竹十
𰖑	日卜竹中
𭥙	日卜竹弓
𭧙	日卜竹口
昉	日卜竹尸
昘	日卜竹尸
𭥾	日卜竹女
𣉐	日卜戈木
𭦓	日卜戈山
𪰍	日卜十
𣌘	日卜十水
𭧒	日卜十十
𣋩	日卜十中
旻	日卜大
旼	日卜大
𭦆	日卜大
𰖯	日卜大月
𰖙	日卜大竹
𣈝	日卜大十
㬯	日卜大手
𰖏	日卜大手
𬀸	日卜大山
𬀳	日卜中金
𭥼	日卜中金
曃	日卜中水
𪰊	日卜中一
㫔	日卜一
𧦊	日卜一口
㬯	日卜弓手
晬	日卜人十
𣈋	日卜人大
𭧷	日卜心尸
曥	日卜心廿
𠷳	日卜口
𣌆	日卜口日
暠	日卜口月
𣉞	日卜口月
㬀	日卜口木
𡦩	日卜口木
𣋾	日卜口木
景	日卜口火
晾	日卜口火
𣉤	日卜口中
𭦾	日卜口弓
𭞳	日卜口心
𣉸	日卜口山
𭦾	日卜口山
曩	日卜口女
𪱒	日卜口女
𣆐	日卜尸
𬀭	日卜尸
暆	日卜尸木
㒾	日卜尸木
𣌷	日卜尸土
暶	日卜尸人
𣆍	日卜尸山
昱	日卜廿
𣅹	日卜廿
𭥩	日卜廿
暗	日卜廿日
曈	日卜廿土
𣊹	日卜廿土
暲	日卜廿十
𣇛	日卜廿十
𰖲	日卜廿人
𪱍	日卜廿心
𣉽	日卜山月
𰖩	日卜山月
𡜑	日卜女
𣅇	日卜女
𣅖	日卜女
𣌪	日卜女
昡	日卜女戈
𣆂	日卜女戈
晐	日卜女人
𣆖	日卜女山
𣆖	日卜女女
𣆬	日卜女女
𣋊	日卜田一
𣋠	日卜難
月	月
㸓	月日
𠕌	月日
𠕾	月日
𣎱	月日日大
𦜧	月日日山
𭨽	月日月
𣇱	月日月日
腽	月日月廿
𣎇	月日月山
𮮡	月日水
𦛠	月日土
𦜄	月日竹水
𬛡	月日竹火
𤔞	月日竹戈
腥	月日竹一
𣎊	月日竹山
䐚	月日戈中
𬛑	月日戈山
𦣙	月日十女
𠖇	月日大
𦜃	月日大
幂	月日大月
𦛭	月日中月
胆	月日一
腸	月日一竹
䏷	月日一十
䐎	月日一人
𦝈	月日一人
𭁼	月日一人
𦝋	月日弓
𬛖	月日弓日
𰯤	月日弓日
𦠥	月日弓月
𦠯	月日弓木
膶	月日弓土
𦟼	月日弓竹
𫆻	月日弓中山
𭨲	月日弓弓
𣤣	月日弓人
𬛗	月日弓心
䑌	月日弓田
𦢨	月日弓難
𠖆	月日心
𦚢	月日心
𮌝	月日心竹
䐊	月日心心
𣎅	月日心女
𦝲	月日心女
𦢊	月日廿水
𣎦	月日廿女
肥	月日山
𦣃	月日山木
𦚣	月日女
𦡹	月日女火
𣌩	月日女人
𭞀	月日女心
𤔫	月日田水
𫆳	月日田水
冥	月日卜金
𧔲	月日卜戈
朋	月月
肎	月月
冎	月月
𠔽	月月
𦙔	月月
𩩫	月月日日
䯠	月月日月廿
𬂊	月月日金
𩪺	月月日一戈
䯜	月月日心竹
𩩲	月月日心女
𩨜	月月日山
䯥	月月日女火
骨	月月月
𦜳	月月月
𰟿	月月月
朤	月月月月
𦞽	月月月月
𩪆	月月月月月
𬋶	月月月月一
䯞	月月月月口
𭩊	月月月水
𰴝	月月月竹山
𦢣	月月月大
𦙽	月月月一
𩩅	月月月一口
腡	月月月口
𥂀	月月月廿
𬋶	月月月廿
𰤾	月月月廿
𧠳	月月月山
覶	月月月山山
骽	月月月女
𰮡	月月金
𢃹	月月金月
𦜊	月月金木
𤔸	月月金戈
䯡	月月金一金
䯎	月月金一十
䯟	月月金一人
𩨦	月月金一尸
𰮸	月月金弓
𬴒	月月金人口
𩨪	月月金心
䑍	月月金女
𭩖	月月金女
䐆	月月木
𣐷	月月木
𣑍	月月木
𤑇	月月木木火
𩩨	月月木水中
骳	月月木竹水
脟	月月木戈
骵	月月木一
𦜘	月月木山
𤕌	月月木田田
